verdict,text
1, With a shell of Repreve Recycled Polyester and bio-based Sorona fabric and VerticalX ECO SR insulation you can feel as good about the impact of this jacket as you do about wearing it on a cold day 
1, Crafted from a lightweight blend of wicking recycled polyester and elastane the Patagonia R2 TechFace Hoodie brings together breathability and flexibility like never before 
1, 7 9-oz 92 % Recycled Polyester 8 % Elastane
1, Solid Body – 50 gm 100 % recycled polyester with non-PFC durable water-repellent finish 
1, Print Body – 48 gm 100 % recycled polyester with non-PFC durable water-repellent finish 
1, Lining – 50 gm 100 % recycled polyester with non-PFC durable water-repellent finish 
1, Insulation – 60 gm 75 % recycled polyester 25 % polyester sheet insulation 
1, Thoughtfully designed to be disassembled and recycled by us at the end of its life into raw materials for a second generation of products 
1, Going beyond just free the knee these high functioning shorts are fashioned from a breathable 4-way stretch fabric with a DWR finish to protect against unanticipated rain showers
1, Crafted from 100 % cotton it's your go-to for any occasion whether you're kicking back or stepping out 
1, 94 % Nylon 6 % Spandex Stretch Fabric with Durable Water Repellent DWR Finish
1, Canvas Suede Uppers
1, Closed Cell Polyurethane PU Insert protection provides super impact protection and consistent fit 
1, Yarn in upper contains at least 50 % Parley Ocean Plastic and 50 % recycled polyester 
1, Recycled Performance 4 Way Stretch Knit 88 % Recycled Polyester 12 % Elastane
1, 96 % Polyester 4 % Elastane
1, Made from a recycled performance 4-way stretch knit material this classic hoodie has all the little details that'll make it your go-to garb every time the weekend rolls around 
1, 100 % Nylon with Durable Water Repellent DWR Finish
1, Polyester Performance Jersey Fabric with Soft Cotton-Like Hand Feel
1, Side Panel Fabric 100 % Polyester Performance Stretch Fleece
1, 100 % Polyester – Made with highly crimped multi-denier siliconized polyester yarn this lightweight breathable and thermally efficient staple fiber is very compressible and has excellent loft retention 
1, 100 % Polyester 55 % Recycled PrimaLoft Gold Eco Insulation 60g Thermally efficient insulation that's hydrophobic highly breathable and diffuses next-to-skin moisture vapor for ultimate moisture management 
1, 92 % Recycled Polyester 8 % Elastane
1, Hand wash cold
1, Trim: 100 % Polyester
1, Faux feather: 100 % Polyamide
1, Main: 84 % Viscose 16 % Polyamide
1, Machine wash inside out on a cold gentle cycle
1, 62 % Polyester 23 % Acrylic 10 % Polyamide 5 % Wool
1, Side Panel Fabric 100 % Polyester Performance Stretch Fleece
1, The leather upper is smooth and soft and a rubber cupsole with EVA drop-in cushioning secures comfort as you go about your day 
1, polyamide 84 % Spandex Elastane 16 %
1, 70 % Polyamide 30 % Polyester Melange Ripstop with Durable Water Repellent DWR Treatment
1, 81 % cotton 15 % recycled polyester 4 % elastane
1, Waterproof knit upper in a work boot style with a composite toe
1, Stretch Panels – 37 % Nylon 44 % Polyester 19 % Elastane
1, Pocket Lining – 75D 140 gm 90 % polyester 10 % elastane-knit mesh
1, 100 % Cotton Canvas Lining 100 % Polyester Filled Quilted
1, 55 % Bio Based 45 % Recycled Polyester
1, Elastane Nylon Polyester Polyurethane PU Recycled Polyester
1, Body – 85 % Recycled Polyester 15 % Elastane
1, 45 % Repreve Polyester 55 % Polyester – Stellar Sandstone and Out Of Bounds Colorways
1, Pocket – 46 % Recycled Nylon 40 % Nylon 14 % Spandex
1, Vigor Grid Fleece – 94 % Polyester 6 % Spandex
1, 44 % Recycled Polyester 44 % Polyester 12 % Spandex
1, 36 % Combed Cotton 41 % Polyester 13 % Spandex 10 % Elastic
1, Synthetic Nubuck Upper with Lycra Liner
1, With a classic crew construction and made from a soft cotton polyester spandex blend they'll keep your feet looking good and feeling snappy all day long 
1, Hood Shoulders Sleeves and Front Body – 90 % Nylon 10 % Spandex
1, Back Body Side Panels and Under Sleeves – 95 % Polyester 5 % Spandex
1, Interior of Hood Shoulders Sleeves and Front Body – 100 % Polyester
1, 94 % Nylon 6 % Spandex Stretch Fabric with Durable Water Repellent DWR Finish
1, Now with a shell and lining of NetPlus 100 % postconsumer recycled Nylon ripstop made from recycled fishing nets and with the best down insulation available this vest is indispensable for the outdoor enthusiast 
1, 57 % Combed Cotton 22 % Polyester 17 % Nylon 4 % Elastane
1, Soft stretchy and fully equipped for the day's activities they're made from a comfortable blend of Cotton Coolmax All Season Polyester and Lycra spandex 
1, PFC-Free DWR Finish – Durable Water Repellent coating that does not contain perfluorinated chemicals 
1, Crafted from 100 % postconsumer recycled polyester this eco-warrior of a jacket boasts a PFC-Free DWR finish for ultimate water resistance 
1, Suitable for school play the ski hill and more and built of 100 % recycled polyester to boot 
1, 100 % combed ring spun cotton
1, Only non-chlorine bleach when needed
1, Made from recycled polyester with elastane and equipped with handwarmer pockets the Sidley Fleece has the simple styling and all the functional comforts you've been looking for 
1, 100 % Recycled Polyester High-Pile Double-Faced Fleece
1, 230 gm 70 % Cotton 26 % Nylon 4 % Elastane Blended Stretch Canvas
1, 100 % Polyester Knit Jersey Face Bonded to Brushed Back Fleece
1, 60 % Organic Cotton 38 % Cotton 2 % Spandex
1, 75D x 75D 140 gm 86 % recycled polyester 14 % elastane plain weave with FlashDry-XD and non-PFC durable water-repellent non-PFC DWR finish
1, 66 % nylon 24 % recycled polyester 10 % elastane soft elastic
